,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,log_fare,gender,female_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embarked_C,embarked_Q,embarked_S,embarked_U,who_child,who_man,who_woman,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 45]","age_groups_(45, 70]","age_groups_(70, 100]"
245,0,1,male,44.0,2,0,90.0,Q,First,man,1,C,Queenstown,no,0,"(25, 45]",4.51085950651685,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
246,0,3,female,25.0,0,0,7.775,S,Third,woman,0,Unknown,Southampton,no,1,"(15, 25]",2.1719067693519296,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
247,1,2,female,24.0,0,2,14.5,S,Second,woman,0,Unknown,Southampton,yes,0,"(15, 25]",2.740840023925201,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
248,1,1,male,37.0,1,1,52.5542,S,First,man,1,D,Southampton,yes,0,"(25, 45]",3.9806942251907276,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
249,0,2,male,54.0,1,0,26.0,S,Second,man,1,Unknown,Southampton,no,0,"(45, 70]",3.295836866004329,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
250,0,3,male,32.973597359735976,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
251,0,3,female,29.0,1,1,10.4625,S,Third,woman,0,G,Southampton,no,0,"(25, 45]",2.4390808375825834,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
252,0,1,male,62.0,0,0,26.55,S,First,man,1,C,Southampton,no,1,"(45, 70]",3.3160025355989236,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
253,0,3,male,30.0,1,0,16.1,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.8390784635086144,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
254,0,3,female,41.0,0,2,20.2125,S,Third,woman,0,Unknown,Southampton,no,0,"(25, 45]",3.0545906305603445,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
255,1,3,female,29.0,0,2,15.2458,C,Third,woman,0,Unknown,Cherbourg,yes,0,"(25, 45]",2.7878344138303452,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
256,1,1,female,31.08421052631579,0,0,79.2,C,First,woman,0,Unknown,Cherbourg,yes,1,"(25, 45]",4.384523514872469,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
257,1,1,female,30.0,0,0,86.5,S,First,woman,0,B,Southampton,yes,1,"(25, 45]",4.471638793363569,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
258,1,1,female,35.0,0,0,512.3292,C,First,woman,0,Unknown,Cherbourg,yes,1,"(25, 45]",6.240917354759096,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
259,1,2,female,50.0,0,1,26.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(45, 70]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
260,0,3,male,32.973597359735976,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
261,1,3,male,3.0,4,2,31.3875,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.4777725458882283,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
262,0,1,male,52.0,1,1,79.65,S,First,man,1,E,Southampton,no,0,"(45, 70]",4.390118804571218,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
263,0,1,male,40.0,0,0,0.0,S,First,man,1,B,Southampton,no,1,"(25, 45]",0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
264,0,3,female,31.08421052631579,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
265,0,2,male,36.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
266,0,3,male,16.0,4,1,39.6875,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",3.705920919968788,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
267,1,3,male,25.0,1,0,7.775,S,Third,man,1,Unknown,Southampton,yes,0,"(15, 25]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
268,1,1,female,58.0,0,1,153.4625,S,First,woman,0,C,Southampton,yes,0,"(45, 70]",5.039951348430309,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
269,1,1,female,35.0,0,0,135.6333,S,First,woman,0,C,Southampton,yes,1,"(25, 45]",4.91730069488021,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
270,0,1,male,32.973597359735976,0,0,31.0,S,First,man,1,Unknown,Southampton,no,1,"(25, 45]",3.4657359027997265,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
271,1,3,male,25.0,0,0,0.0,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
272,1,2,female,41.0,0,1,19.5,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.0204248861443626,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
273,0,1,male,37.0,0,1,29.7,C,First,man,1,C,Cherbourg,no,0,"(25, 45]",3.4242626545931514,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
274,1,3,female,31.08421052631579,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
275,1,1,female,63.0,1,0,77.9583,S,First,woman,0,D,Southampton,yes,0,"(45, 70]",4.368919865004903,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
276,0,3,female,45.0,0,0,7.75,S,Third,woman,0,Unknown,Southampton,no,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
277,0,2,male,32.973597359735976,0,0,0.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
278,0,3,male,7.0,4,1,29.125,Q,Third,child,0,Unknown,Queenstown,no,0,"(0, 15]",3.405355391810819,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
279,1,3,female,35.0,1,1,20.25,S,Third,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.056356895370426,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
280,0,3,male,65.0,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(45, 70]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
281,0,3,male,28.0,0,0,7.8542,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.180891922715322,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
282,0,3,male,16.0,0,0,9.5,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.3513752571634776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
283,1,3,male,19.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
284,0,1,male,32.973597359735976,0,0,26.0,S,First,man,1,A,Southampton,no,1,"(25, 45]",3.295836866004329,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
285,0,3,male,33.0,0,0,8.6625,C,Third,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.2682524139135403,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
286,1,3,male,30.0,0,0,9.5,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.3513752571634776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
287,0,3,male,22.0,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
288,1,2,male,42.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(15, 25]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
290,1,1,female,26.0,0,0,78.85,S,First,woman,0,Unknown,Southampton,yes,1,"(25, 45]",4.380149874661021,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
291,1,1,female,19.0,1,0,91.0792,C,First,woman,0,B,Cherbourg,yes,0,"(15, 25]",4.5226490762785785,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
292,0,2,male,36.0,0,0,12.875,C,Second,man,1,D,Cherbourg,no,1,"(25, 45]",2.630088659632498,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
293,0,3,female,24.0,0,0,8.85,S,Third,woman,0,Unknown,Southampton,no,1,"(15, 25]",2.2874714551839976,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
294,0,3,male,24.0,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
295,0,1,male,32.973597359735976,0,0,27.7208,C,First,man,1,Unknown,Cherbourg,no,1,"(25, 45]",3.357621598945279,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
296,0,3,male,23.5,0,0,7.2292,C,Third,man,1,Unknown,Cherbourg,no,1,"(15, 25]",2.1076888046179385,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
297,0,1,female,2.0,1,2,151.55,S,First,child,0,C,Southampton,no,0,"(0, 15]",5.027492411162679,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
298,1,1,male,32.973597359735976,0,0,30.5,S,First,man,1,C,Southampton,yes,1,"(25, 45]",3.449987545831587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
299,1,1,female,50.0,0,1,247.5208,C,First,woman,0,B,Cherbourg,yes,0,"(45, 70]",5.515526544247129,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
300,1,3,female,31.08421052631579,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
301,1,3,male,31.181818181818183,2,0,23.25,Q,Third,man,1,Unknown,Queenstown,yes,0,"(25, 45]",3.188416617383492,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
302,0,3,male,19.0,0,0,0.0,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
303,1,2,female,31.08421052631579,0,0,12.35,Q,Second,woman,0,E,Queenstown,yes,1,"(25, 45]",2.5915163848462583,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
304,0,3,male,32.973597359735976,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
305,1,1,male,0.92,1,2,151.55,S,First,child,0,C,Southampton,yes,0,"(0, 15]",5.027492411162679,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
306,1,1,female,31.08421052631579,0,0,110.8833,C,First,woman,0,Unknown,Cherbourg,yes,1,"(25, 45]",4.717456363787216,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
307,1,1,female,17.0,1,0,108.9,C,First,woman,0,C,Cherbourg,yes,0,"(15, 25]",4.699570861409576,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
308,0,2,male,30.0,1,0,24.0,C,Second,man,1,Unknown,Cherbourg,no,0,"(25, 45]",3.2188758248682006,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
309,1,1,female,30.0,0,0,56.9292,C,First,woman,0,E,Cherbourg,yes,1,"(25, 45]",4.0592215752427645,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
310,1,1,female,24.0,0,0,83.1583,C,First,woman,0,C,Cherbourg,yes,1,"(15, 25]",4.432699549165613,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
311,1,1,female,18.0,2,2,262.375,C,First,woman,0,B,Cherbourg,yes,0,"(15, 25]",5.5735788721243535,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
312,0,2,female,26.0,1,1,26.0,S,Second,woman,0,Unknown,Southampton,no,0,"(25, 45]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
313,0,3,male,28.0,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
314,0,2,male,43.0,1,1,26.25,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.305053521109253,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.180891922715322,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
316,1,2,female,24.0,1,0,26.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(15, 25]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
317,0,2,male,54.0,0,0,14.0,S,Second,man,1,Unknown,Southampton,no,1,"(45, 70]",2.70805020110221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
318,1,1,female,31.0,0,2,164.8667,S,First,woman,0,C,Southampton,yes,0,"(25, 45]",5.11118445372147,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
319,1,1,female,40.0,1,1,134.5,C,First,woman,0,E,Cherbourg,yes,0,"(25, 45]",4.908971640319756,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
320,0,3,male,22.0,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
321,0,3,male,27.0,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.5915163848462583,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
323,1,2,female,22.0,1,1,29.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(15, 25]",3.4011973816621555,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
324,0,3,male,6.369518072289157,8,2,69.55,S,Third,man,1,Unknown,Southampton,no,0,"(0, 15]",4.256321678298823,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
325,1,1,female,36.0,0,0,135.6333,C,First,woman,0,C,Cherbourg,yes,1,"(25, 45]",4.91730069488021,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
326,0,3,male,61.0,0,0,6.2375,S,Third,man,1,Unknown,Southampton,no,1,"(45, 70]",1.9792758428991135,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
327,1,2,female,36.0,0,0,13.0,S,Second,woman,0,D,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
328,1,3,female,31.0,1,1,20.525,S,Third,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.0692150503137943,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
329,1,1,female,16.0,0,1,57.9792,C,First,woman,0,B,Cherbourg,yes,0,"(15, 25]",4.077184839375167,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
330,1,3,female,35.5,2,0,23.25,Q,Third,woman,0,Unknown,Queenstown,yes,0,"(25, 45]",3.188416617383492,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
331,0,1,male,45.5,0,0,28.5,S,First,man,1,C,Southampton,no,1,"(45, 70]",3.3843902633457743,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
332,0,1,male,38.0,0,1,153.4625,S,First,man,1,C,Southampton,no,0,"(25, 45]",5.039951348430309,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
333,0,3,male,16.0,2,0,18.0,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",2.9444389791664403,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
334,1,1,female,33.355555555555554,1,0,133.65,S,First,woman,0,Unknown,Southampton,yes,0,"(25, 45]",4.902678819257608,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
335,0,3,male,32.973597359735976,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
336,0,1,male,29.0,1,0,66.6,S,First,man,1,C,Southampton,no,0,"(25, 45]",4.213607983048918,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
337,1,1,female,41.0,0,0,134.5,C,First,woman,0,E,Cherbourg,yes,1,"(25, 45]",4.908971640319756,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
338,1,3,male,45.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
339,0,1,male,45.0,0,0,35.5,S,First,man,1,Unknown,Southampton,no,1,"(25, 45]",3.597312260588446,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
340,1,2,male,2.0,1,1,26.0,S,Second,child,0,F,Southampton,yes,0,"(0, 15]",3.295836866004329,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
341,1,1,female,24.0,3,2,263.0,S,First,woman,0,C,Southampton,yes,0,"(15, 25]",5.575949103146316,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
342,0,2,male,28.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
343,0,2,male,25.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
344,0,2,male,36.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
345,1,2,female,24.0,0,0,13.0,S,Second,woman,0,F,Southampton,yes,1,"(15, 25]",2.6390573296152584,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
346,1,2,female,40.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
347,1,3,female,33.355555555555554,1,0,16.1,S,Third,woman,0,Unknown,Southampton,yes,0,"(25, 45]",2.8390784635086144,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
348,1,3,male,3.0,1,1,15.9,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",2.827313621929028,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
349,0,3,male,42.0,0,0,8.6625,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2682524139135403,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
350,0,3,male,23.0,0,0,9.225,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.3248357019288655,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
351,0,1,male,32.973597359735976,0,0,35.0,S,First,man,1,C,Southampton,no,1,"(25, 45]",3.58351893845611,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
352,0,3,male,15.0,1,1,7.2292,C,Third,child,0,Unknown,Cherbourg,no,0,"(0, 15]",2.1076888046179385,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
353,0,3,male,25.0,1,0,17.8,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",2.9338568698359038,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
354,0,3,male,32.973597359735976,0,0,7.225,C,Third,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.1071782966514356,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
355,0,3,male,28.0,0,0,9.5,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.3513752571634776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
356,1,1,female,22.0,0,1,55.0,S,First,woman,0,E,Southampton,yes,0,"(15, 25]",4.02535169073515,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
357,0,2,female,38.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
358,1,3,female,31.08421052631579,0,0,7.8792,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.1837114628556327,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
359,1,3,female,31.08421052631579,0,0,7.8792,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.1837114628556327,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
360,0,3,male,40.0,1,4,27.9,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",3.3638415951183864,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
361,0,2,male,29.0,1,0,27.7208,C,Second,man,1,Unknown,Cherbourg,no,0,"(25, 45]",3.357621598945279,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,0,Unknown,Cherbourg,no,0,"(25, 45]",2.737880811060884,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
363,0,3,male,35.0,0,0,7.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.085672091430472,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
364,0,3,male,32.70192307692308,1,0,15.5,Q,Third,man,1,Unknown,Queenstown,no,0,"(25, 45]",2.803360380906535,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
365,0,3,male,30.0,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
366,1,1,female,60.0,1,0,75.25,C,First,woman,0,D,Cherbourg,yes,0,"(45, 70]",4.334017415487521,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
367,1,3,female,31.08421052631579,0,0,7.2292,C,Third,woman,0,Unknown,Cherbourg,yes,1,"(25, 45]",2.1076888046179385,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
368,1,3,female,31.08421052631579,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
