,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,female_from_2nd_class
513,1,1,0,54.0,1,0,59.4,C,First,1,0,Unknown,Cherbourg,yes,0,"(45, 60]",1
514,0,3,1,24.0,0,0,7.4958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
515,0,1,1,47.0,0,0,34.0208,S,First,0,1,D,Southampton,no,1,"(45, 60]",0
516,1,2,0,34.0,0,0,10.5,S,Second,1,0,F,Southampton,yes,1,"(25, 35]",1
517,0,3,1,32.973597359735976,0,0,24.15,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
518,1,2,0,36.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1
519,0,3,1,32.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
520,1,1,0,30.0,0,0,93.5,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1
521,0,3,1,22.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
522,0,3,1,32.973597359735976,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
523,1,1,0,44.0,0,1,57.9792,C,First,1,0,B,Cherbourg,yes,0,"(35, 45]",1
524,0,3,1,32.973597359735976,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
525,0,3,1,40.5,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(35, 45]",0
526,1,2,0,50.0,0,0,10.5,S,Second,1,0,Unknown,Southampton,yes,1,"(45, 60]",1
527,0,1,1,32.973597359735976,0,0,221.7792,S,First,0,1,C,Southampton,no,1,"(25, 35]",0
528,0,3,1,39.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
529,0,2,1,23.0,2,1,11.5,S,Second,0,1,Unknown,Southampton,no,0,"(15, 25]",0
530,1,2,0,2.0,1,1,26.0,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1
531,0,3,1,32.973597359735976,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
532,0,3,1,17.0,1,1,7.2292,C,Third,0,1,Unknown,Cherbourg,no,0,"(15, 25]",0
533,1,3,0,26.833333333333332,0,2,22.3583,C,Third,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",0
534,0,3,0,30.0,0,0,8.6625,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0
535,1,2,0,7.0,0,2,26.25,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1
536,0,1,1,45.0,0,0,26.55,S,First,0,1,B,Southampton,no,1,"(35, 45]",0
537,1,1,0,30.0,0,0,106.425,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1
538,0,3,1,32.973597359735976,0,0,14.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
539,1,1,0,22.0,0,2,49.5,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1
540,1,1,0,36.0,0,2,71.0,S,First,1,0,B,Southampton,yes,0,"(35, 45]",1
541,0,3,0,9.0,4,2,31.275,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
542,0,3,0,11.0,4,2,31.275,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
543,1,2,1,32.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,yes,0,"(25, 35]",0
544,0,1,1,50.0,1,0,106.425,C,First,0,1,C,Cherbourg,no,0,"(45, 60]",0
545,0,1,1,64.0,0,0,26.0,S,First,0,1,Unknown,Southampton,no,1,"(60, 80]",0
546,1,2,0,19.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
547,1,2,1,32.973597359735976,0,0,13.8625,C,Second,0,1,Unknown,Cherbourg,yes,1,"(25, 35]",0
548,0,3,1,33.0,1,1,20.525,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
549,1,2,1,8.0,1,1,36.75,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
550,1,1,1,17.0,0,2,110.8833,C,First,0,1,C,Cherbourg,yes,0,"(15, 25]",0
551,0,2,1,27.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
552,0,3,1,32.973597359735976,0,0,7.8292,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
553,1,3,1,22.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,yes,1,"(15, 25]",0
554,1,3,0,22.0,0,0,7.775,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0
555,0,1,1,62.0,0,0,26.55,S,First,0,1,Unknown,Southampton,no,1,"(60, 80]",0
556,1,1,0,48.0,1,0,39.6,C,First,1,0,A,Cherbourg,yes,0,"(45, 60]",1
557,0,1,1,32.973597359735976,0,0,227.525,C,First,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
558,1,1,0,39.0,1,1,79.65,S,First,1,0,E,Southampton,yes,0,"(35, 45]",1
559,1,3,0,36.0,1,0,17.4,S,Third,1,0,Unknown,Southampton,yes,0,"(35, 45]",0
560,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
561,0,3,1,40.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
562,0,2,1,28.0,0,0,13.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
563,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
564,0,3,0,31.08421052631579,0,0,8.05,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0
565,0,3,1,24.0,2,0,24.15,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
566,0,3,1,19.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
567,0,3,0,29.0,0,4,21.075,S,Third,1,0,Unknown,Southampton,no,0,"(25, 35]",0
568,0,3,1,32.973597359735976,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
569,1,3,1,32.0,0,0,7.8542,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
570,1,2,1,62.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,yes,1,"(60, 80]",0
571,1,1,0,53.0,2,0,51.4792,S,First,1,0,C,Southampton,yes,0,"(45, 60]",1
572,1,1,1,36.0,0,0,26.3875,S,First,0,1,E,Southampton,yes,1,"(35, 45]",0
573,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
574,0,3,1,16.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
575,0,3,1,19.0,0,0,14.5,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
576,1,2,0,34.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
577,1,1,0,39.0,1,0,55.9,S,First,1,0,E,Southampton,yes,0,"(35, 45]",1
578,0,3,0,33.355555555555554,1,0,14.4583,C,Third,1,0,Unknown,Cherbourg,no,0,"(25, 35]",0
579,1,3,1,32.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
580,1,2,0,25.0,1,1,30.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
581,1,1,0,39.0,1,1,110.8833,C,First,1,0,C,Cherbourg,yes,0,"(35, 45]",1
582,0,2,1,54.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
583,0,1,1,36.0,0,0,40.125,C,First,0,1,A,Cherbourg,no,1,"(35, 45]",0
584,0,3,1,32.973597359735976,0,0,8.7125,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
585,1,1,0,18.0,0,2,79.65,S,First,1,0,E,Southampton,yes,0,"(15, 25]",1
586,0,2,1,47.0,0,0,15.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
587,1,1,1,60.0,1,1,79.2,C,First,0,1,B,Cherbourg,yes,0,"(45, 60]",0
588,0,3,1,22.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
589,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
590,0,3,1,35.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
591,1,1,0,52.0,1,0,78.2667,C,First,1,0,D,Cherbourg,yes,0,"(45, 60]",1
592,0,3,1,47.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0
593,0,3,0,26.833333333333332,0,2,7.75,Q,Third,1,0,Unknown,Queenstown,no,0,"(25, 35]",0
594,0,2,1,37.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0
595,0,3,1,36.0,1,1,24.15,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0
596,1,2,0,31.08421052631579,0,0,33.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
597,0,3,1,49.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0
598,0,3,1,32.973597359735976,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
599,1,1,1,49.0,1,0,56.9292,C,First,0,1,A,Cherbourg,yes,0,"(45, 60]",0
600,1,2,0,24.0,2,1,27.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
601,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
602,0,1,1,32.973597359735976,0,0,42.4,S,First,0,1,Unknown,Southampton,no,1,"(25, 35]",0
603,0,3,1,44.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
604,1,1,1,35.0,0,0,26.55,C,First,0,1,Unknown,Cherbourg,yes,1,"(25, 35]",0
605,0,3,1,36.0,1,0,15.55,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0
606,0,3,1,30.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
607,1,1,1,27.0,0,0,30.5,S,First,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
608,1,2,0,22.0,1,2,41.5792,C,Second,1,0,Unknown,Cherbourg,yes,0,"(15, 25]",1
609,1,1,0,40.0,0,0,153.4625,S,First,1,0,C,Southampton,yes,1,"(35, 45]",1
610,0,3,0,39.0,1,5,31.275,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0
611,0,3,1,32.973597359735976,0,0,7.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
612,1,3,0,33.355555555555554,1,0,15.5,Q,Third,1,0,Unknown,Queenstown,yes,0,"(25, 35]",0
613,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
614,0,3,1,35.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
615,1,2,0,24.0,1,2,65.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
616,0,3,1,34.0,1,1,14.4,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
617,0,3,0,26.0,1,0,16.1,S,Third,1,0,Unknown,Southampton,no,0,"(25, 35]",0
618,1,2,0,4.0,2,1,39.0,S,Second,3,0,F,Southampton,yes,0,"(0, 15]",1
619,0,2,1,26.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
620,0,3,1,27.0,1,0,14.4542,C,Third,0,1,Unknown,Cherbourg,no,0,"(25, 35]",0
621,1,1,1,42.0,1,0,52.5542,S,First,0,1,D,Southampton,yes,0,"(35, 45]",0
622,1,3,1,20.0,1,1,15.7417,C,Third,0,1,Unknown,Cherbourg,yes,0,"(15, 25]",0
623,0,3,1,21.0,0,0,7.8542,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
624,0,3,1,21.0,0,0,16.1,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
625,0,1,1,61.0,0,0,32.3208,S,First,0,1,D,Southampton,no,1,"(60, 80]",0
626,0,2,1,57.0,0,0,12.35,Q,Second,0,1,Unknown,Queenstown,no,1,"(45, 60]",0
627,1,1,0,21.0,0,0,77.9583,S,First,1,0,D,Southampton,yes,1,"(15, 25]",1
628,0,3,1,26.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
629,0,3,1,32.973597359735976,0,0,7.7333,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
630,1,1,1,80.0,0,0,30.0,S,First,0,1,A,Southampton,yes,1,"(60, 80]",0
631,0,3,1,51.0,0,0,7.0542,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0
632,1,1,1,32.0,0,0,30.5,C,First,0,1,B,Cherbourg,yes,1,"(25, 35]",0
633,0,1,1,32.973597359735976,0,0,0.0,S,First,0,1,Unknown,Southampton,no,1,"(25, 35]",0
634,0,3,0,9.0,3,2,27.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
635,1,2,0,28.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
636,0,3,1,32.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
637,0,2,1,31.0,1,1,26.25,S,Second,0,1,Unknown,Southampton,no,0,"(25, 35]",0
638,0,3,0,41.0,0,5,39.6875,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0
639,0,3,1,32.70192307692308,1,0,16.1,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
640,0,3,1,20.0,0,0,7.8542,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
641,1,1,0,24.0,0,0,69.3,C,First,1,0,B,Cherbourg,yes,1,"(15, 25]",1
642,0,3,0,2.0,3,2,27.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
643,1,3,1,32.973597359735976,0,0,56.4958,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
644,1,3,0,0.75,2,1,19.2583,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0
645,1,1,1,48.0,1,0,76.7292,C,First,0,1,D,Cherbourg,yes,0,"(45, 60]",0
646,0,3,1,19.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
647,1,1,1,56.0,0,0,35.5,C,First,0,1,A,Cherbourg,yes,1,"(45, 60]",0
648,0,3,1,32.973597359735976,0,0,7.55,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
649,1,3,0,23.0,0,0,7.55,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0
650,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
651,1,2,0,18.0,0,1,23.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
652,0,3,1,21.0,0,0,8.4333,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
653,1,3,0,31.08421052631579,0,0,7.8292,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
654,0,3,0,18.0,0,0,6.75,Q,Third,1,0,Unknown,Queenstown,no,1,"(15, 25]",0
655,0,2,1,24.0,2,0,73.5,S,Second,0,1,Unknown,Southampton,no,0,"(15, 25]",0
656,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
657,0,3,0,32.0,1,1,15.5,Q,Third,1,0,Unknown,Queenstown,no,0,"(25, 35]",0
658,0,2,1,23.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
659,0,1,1,58.0,0,2,113.275,C,First,0,1,D,Cherbourg,no,0,"(45, 60]",0
660,1,1,1,50.0,2,0,133.65,S,First,0,1,Unknown,Southampton,yes,0,"(45, 60]",0
661,0,3,1,40.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(35, 45]",0
662,0,1,1,47.0,0,0,25.5875,S,First,0,1,E,Southampton,no,1,"(45, 60]",0
663,0,3,1,36.0,0,0,7.4958,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
664,1,3,1,20.0,1,0,7.925,S,Third,0,1,Unknown,Southampton,yes,0,"(15, 25]",0
665,0,2,1,32.0,2,0,73.5,S,Second,0,1,Unknown,Southampton,no,0,"(25, 35]",0
666,0,2,1,25.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
667,0,3,1,32.973597359735976,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
668,0,3,1,43.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
669,1,1,0,33.355555555555554,1,0,52.0,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1
670,1,2,0,40.0,1,1,39.0,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1
671,0,1,1,31.0,1,0,52.0,S,First,0,1,B,Southampton,no,0,"(25, 35]",0
672,0,2,1,70.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(60, 80]",0
673,1,2,1,31.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
674,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
675,0,3,1,18.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
676,0,3,1,24.5,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
677,1,3,0,18.0,0,0,9.8417,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0
678,0,3,0,43.0,1,6,46.9,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0
679,1,1,1,36.0,0,1,512.3292,C,First,0,1,B,Cherbourg,yes,0,"(35, 45]",0
680,0,3,0,31.08421052631579,0,0,8.1375,Q,Third,1,0,Unknown,Queenstown,no,1,"(25, 35]",0
681,1,1,1,27.0,0,0,76.7292,C,First,0,1,D,Cherbourg,yes,1,"(25, 35]",0
682,0,3,1,20.0,0,0,9.225,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
683,0,3,1,14.0,5,2,46.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
684,0,2,1,60.0,1,1,39.0,S,Second,0,1,Unknown,Southampton,no,0,"(45, 60]",0
685,0,2,1,25.0,1,2,41.5792,C,Second,0,1,Unknown,Cherbourg,no,0,"(15, 25]",0
686,0,3,1,14.0,4,1,39.6875,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
687,0,3,1,19.0,0,0,10.1708,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
688,0,3,1,18.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
689,1,1,0,15.0,0,1,211.3375,S,First,3,0,B,Southampton,yes,0,"(0, 15]",1
690,1,1,1,31.0,1,0,57.0,S,First,0,1,B,Southampton,yes,0,"(25, 35]",0
691,1,3,0,4.0,0,1,13.4167,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0
692,1,3,1,32.973597359735976,0,0,56.4958,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
693,0,3,1,25.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0
694,0,1,1,60.0,0,0,26.55,S,First,0,1,Unknown,Southampton,no,1,"(45, 60]",0
695,0,2,1,52.0,0,0,13.5,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
696,0,3,1,44.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
697,1,3,0,31.08421052631579,0,0,7.7333,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
698,0,1,1,49.0,1,1,110.8833,C,First,0,1,C,Cherbourg,no,0,"(45, 60]",0
699,0,3,1,42.0,0,0,7.65,S,Third,0,1,F,Southampton,no,1,"(35, 45]",0
700,1,1,0,18.0,1,0,227.525,C,First,1,0,C,Cherbourg,yes,0,"(15, 25]",1
701,1,1,1,35.0,0,0,26.2875,S,First,0,1,E,Southampton,yes,1,"(25, 35]",0
702,0,3,0,18.0,0,1,14.4542,C,Third,1,0,Unknown,Cherbourg,no,0,"(15, 25]",0
703,0,3,1,25.0,0,0,7.7417,Q,Third,0,1,Unknown,Queenstown,no,1,"(15, 25]",0
704,0,3,1,26.0,1,0,7.8542,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
705,0,2,1,39.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0
706,1,2,0,45.0,0,0,13.5,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1
707,1,1,1,42.0,0,0,26.2875,S,First,0,1,E,Southampton,yes,1,"(35, 45]",0
708,1,1,0,22.0,0,0,151.55,S,First,1,0,Unknown,Southampton,yes,1,"(15, 25]",1
709,1,3,1,36.0,1,1,15.2458,C,Third,0,1,Unknown,Cherbourg,yes,0,"(35, 45]",0
710,1,1,0,24.0,0,0,49.5042,C,First,1,0,C,Cherbourg,yes,1,"(15, 25]",1
711,0,1,1,32.973597359735976,0,0,26.55,S,First,0,1,C,Southampton,no,1,"(25, 35]",0
712,1,1,1,48.0,1,0,52.0,S,First,0,1,C,Southampton,yes,0,"(45, 60]",0
713,0,3,1,29.0,0,0,9.4833,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
714,0,2,1,52.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
715,0,3,1,19.0,0,0,7.65,S,Third,0,1,F,Southampton,no,1,"(15, 25]",0
716,1,1,0,38.0,0,0,227.525,C,First,1,0,C,Cherbourg,yes,1,"(35, 45]",1
717,1,2,0,27.0,0,0,10.5,S,Second,1,0,E,Southampton,yes,1,"(25, 35]",1
718,0,3,1,32.973597359735976,0,0,15.5,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
719,0,3,1,33.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
720,1,2,0,6.0,0,1,33.0,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1
721,0,3,1,17.0,1,0,7.0542,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
722,0,2,1,34.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
723,0,2,1,50.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
724,1,1,1,27.0,1,0,53.1,S,First,0,1,E,Southampton,yes,0,"(25, 35]",0
725,0,3,1,20.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
726,1,2,0,30.0,3,0,21.0,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1
727,1,3,0,31.08421052631579,0,0,7.7375,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
728,0,2,1,25.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(15, 25]",0
729,0,3,0,25.0,1,0,7.925,S,Third,1,0,Unknown,Southampton,no,0,"(15, 25]",0
730,1,1,0,29.0,0,0,211.3375,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1
731,0,3,1,11.0,0,0,18.7875,C,Third,3,0,Unknown,Cherbourg,no,1,"(0, 15]",0
732,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
733,0,2,1,23.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
734,0,2,1,23.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
735,0,3,1,28.5,0,0,16.1,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
736,0,3,0,48.0,1,3,34.375,S,Third,1,0,Unknown,Southampton,no,0,"(45, 60]",0
737,1,1,1,35.0,0,0,512.3292,C,First,0,1,B,Cherbourg,yes,1,"(25, 35]",0
738,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
739,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
740,1,1,1,32.973597359735976,0,0,30.0,S,First,0,1,D,Southampton,yes,1,"(25, 35]",0
741,0,1,1,36.0,1,0,78.85,S,First,0,1,C,Southampton,no,0,"(35, 45]",0
742,1,1,0,21.0,2,2,262.375,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1
743,0,3,1,24.0,1,0,16.1,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
744,1,3,1,31.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
745,0,1,1,70.0,1,1,71.0,S,First,0,1,B,Southampton,no,0,"(60, 80]",0
746,0,3,1,16.0,1,1,20.25,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
747,1,2,0,30.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
748,0,1,1,19.0,1,0,53.1,S,First,0,1,D,Southampton,no,0,"(15, 25]",0
749,0,3,1,31.0,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
750,1,2,0,4.0,1,1,23.0,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1
751,1,3,1,6.0,0,1,12.475,S,Third,3,0,E,Southampton,yes,0,"(0, 15]",0
752,0,3,1,33.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
753,0,3,1,23.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
754,1,2,0,48.0,1,2,65.0,S,Second,1,0,Unknown,Southampton,yes,0,"(45, 60]",1
755,1,2,1,0.67,1,1,14.5,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
756,0,3,1,28.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
757,0,2,1,18.0,0,0,11.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
758,0,3,1,34.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
759,1,1,0,33.0,0,0,86.5,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1
760,0,3,1,32.973597359735976,0,0,14.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
761,0,3,1,41.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
762,1,3,1,20.0,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,yes,1,"(15, 25]",0
763,1,1,0,36.0,1,2,120.0,S,First,1,0,B,Southampton,yes,0,"(35, 45]",1
764,0,3,1,16.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
765,1,1,0,51.0,1,0,77.9583,S,First,1,0,D,Southampton,yes,0,"(45, 60]",1
766,0,1,1,32.973597359735976,0,0,39.6,C,First,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
767,0,3,0,30.5,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,no,1,"(25, 35]",0
768,0,3,1,32.70192307692308,1,0,24.15,Q,Third,0,1,Unknown,Queenstown,no,0,"(25, 35]",0
769,0,3,1,32.0,0,0,8.3625,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
