,Unnamed: 0,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,female_from_2nd_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 35]","age_groups_(35, 45]","age_groups_(45, 60]","age_groups_(60, 80]"
283,283,1,3,1,19.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
284,284,0,1,1,32.973597359735976,0,0,26.0,S,First,0,1,A,Southampton,no,1,"(25, 35]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
285,285,0,3,1,33.0,0,0,8.6625,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
286,286,1,3,1,30.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
287,287,0,3,1,22.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
288,288,1,2,1,42.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,yes,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
289,289,1,3,0,22.0,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
290,290,1,1,0,26.0,0,0,78.85,S,First,1,0,Unknown,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
291,291,1,1,0,19.0,1,0,91.0792,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
292,292,0,2,1,36.0,0,0,12.875,C,Second,0,1,D,Cherbourg,no,1,"(35, 45]",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
293,293,0,3,0,24.0,0,0,8.85,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
294,294,0,3,1,24.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
295,295,0,1,1,32.973597359735976,0,0,27.7208,C,First,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
296,296,0,3,1,23.5,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
297,297,0,1,0,2.0,1,2,151.55,S,First,3,0,C,Southampton,no,0,"(0, 15]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
298,298,1,1,1,32.973597359735976,0,0,30.5,S,First,0,1,C,Southampton,yes,1,"(25, 35]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
299,299,1,1,0,50.0,0,1,247.5208,C,First,1,0,B,Cherbourg,yes,0,"(45, 60]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
300,300,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
301,301,1,3,1,31.181818181818183,2,0,23.25,Q,Third,0,1,Unknown,Queenstown,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
302,302,0,3,1,19.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
303,303,1,2,0,31.08421052631579,0,0,12.35,Q,Second,1,0,E,Queenstown,yes,1,"(25, 35]",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
304,304,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
305,305,1,1,1,0.92,1,2,151.55,S,First,3,0,C,Southampton,yes,0,"(0, 15]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
306,306,1,1,0,31.08421052631579,0,0,110.8833,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
307,307,1,1,0,17.0,1,0,108.9,C,First,1,0,C,Cherbourg,yes,0,"(15, 25]",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
308,308,0,2,1,30.0,1,0,24.0,C,Second,0,1,Unknown,Cherbourg,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
309,309,1,1,0,30.0,0,0,56.9292,C,First,1,0,E,Cherbourg,yes,1,"(25, 35]",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
310,310,1,1,0,24.0,0,0,83.1583,C,First,1,0,C,Cherbourg,yes,1,"(15, 25]",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
311,311,1,1,0,18.0,2,2,262.375,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
312,312,0,2,0,26.0,1,1,26.0,S,Second,1,0,Unknown,Southampton,no,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
313,313,0,3,1,28.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
314,314,0,2,1,43.0,1,1,26.25,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
315,315,1,3,0,26.0,0,0,7.8542,S,Third,1,0,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
316,316,1,2,0,24.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
317,317,0,2,1,54.0,0,0,14.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
318,318,1,1,0,31.0,0,2,164.8667,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
319,319,1,1,0,40.0,1,1,134.5,C,First,1,0,E,Cherbourg,yes,0,"(35, 45]",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
320,320,0,3,1,22.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
321,321,0,3,1,27.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
322,322,1,2,0,30.0,0,0,12.35,Q,Second,1,0,Unknown,Queenstown,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
323,323,1,2,0,22.0,1,1,29.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
324,324,0,3,1,6.369518072289157,8,2,69.55,S,Third,0,1,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
325,325,1,1,0,36.0,0,0,135.6333,C,First,1,0,C,Cherbourg,yes,1,"(35, 45]",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
326,326,0,3,1,61.0,0,0,6.2375,S,Third,0,1,Unknown,Southampton,no,1,"(60, 80]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
327,327,1,2,0,36.0,0,0,13.0,S,Second,1,0,D,Southampton,yes,1,"(35, 45]",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
328,328,1,3,0,31.0,1,1,20.525,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
329,329,1,1,0,16.0,0,1,57.9792,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
330,330,1,3,0,35.5,2,0,23.25,Q,Third,1,0,Unknown,Queenstown,yes,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
331,331,0,1,1,45.5,0,0,28.5,S,First,0,1,C,Southampton,no,1,"(45, 60]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
332,332,0,1,1,38.0,0,1,153.4625,S,First,0,1,C,Southampton,no,0,"(35, 45]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
333,333,0,3,1,16.0,2,0,18.0,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
334,334,1,1,0,33.355555555555554,1,0,133.65,S,First,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
335,335,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
336,336,0,1,1,29.0,1,0,66.6,S,First,0,1,C,Southampton,no,0,"(25, 35]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
337,337,1,1,0,41.0,0,0,134.5,C,First,1,0,E,Cherbourg,yes,1,"(35, 45]",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
338,338,1,3,1,45.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
339,339,0,1,1,45.0,0,0,35.5,S,First,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
340,340,1,2,1,2.0,1,1,26.0,S,Second,3,0,F,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
341,341,1,1,0,24.0,3,2,263.0,S,First,1,0,C,Southampton,yes,0,"(15, 25]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
342,342,0,2,1,28.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
343,343,0,2,1,25.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
344,344,0,2,1,36.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
345,345,1,2,0,24.0,0,0,13.0,S,Second,1,0,F,Southampton,yes,1,"(15, 25]",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
346,346,1,2,0,40.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
347,347,1,3,0,33.355555555555554,1,0,16.1,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
348,348,1,3,1,3.0,1,1,15.9,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
349,349,0,3,1,42.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
350,350,0,3,1,23.0,0,0,9.225,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
351,351,0,1,1,32.973597359735976,0,0,35.0,S,First,0,1,C,Southampton,no,1,"(25, 35]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
352,352,0,3,1,15.0,1,1,7.2292,C,Third,3,0,Unknown,Cherbourg,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
353,353,0,3,1,25.0,1,0,17.8,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
354,354,0,3,1,32.973597359735976,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
355,355,0,3,1,28.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
356,356,1,1,0,22.0,0,1,55.0,S,First,1,0,E,Southampton,yes,0,"(15, 25]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
357,357,0,2,0,38.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,no,1,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
358,358,1,3,0,31.08421052631579,0,0,7.8792,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
359,359,1,3,0,31.08421052631579,0,0,7.8792,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
360,360,0,3,1,40.0,1,4,27.9,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
361,361,0,2,1,29.0,1,0,27.7208,C,Second,0,1,Unknown,Cherbourg,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
362,362,0,3,0,45.0,0,1,14.4542,C,Third,1,0,Unknown,Cherbourg,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
363,363,0,3,1,35.0,0,0,7.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
364,364,0,3,1,32.70192307692308,1,0,15.5,Q,Third,0,1,Unknown,Queenstown,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
365,365,0,3,1,30.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
366,366,1,1,0,60.0,1,0,75.25,C,First,1,0,D,Cherbourg,yes,0,"(45, 60]",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
367,367,1,3,0,31.08421052631579,0,0,7.2292,C,Third,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
368,368,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
369,369,1,1,0,24.0,0,0,69.3,C,First,1,0,B,Cherbourg,yes,1,"(15, 25]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
370,370,1,1,1,25.0,1,0,55.4417,C,First,0,1,E,Cherbourg,yes,0,"(15, 25]",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
371,371,0,3,1,18.0,1,0,6.4958,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
372,372,0,3,1,19.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
373,373,0,1,1,22.0,0,0,135.6333,C,First,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
374,374,0,3,0,3.0,3,1,21.075,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
375,375,1,1,0,33.355555555555554,1,0,82.1708,C,First,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
376,376,1,3,0,22.0,0,0,7.25,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
377,377,0,1,1,27.0,0,2,211.5,C,First,0,1,C,Cherbourg,no,0,"(25, 35]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
378,378,0,3,1,20.0,0,0,4.0125,C,Third,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
379,379,0,3,1,19.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
380,380,1,1,0,42.0,0,0,227.525,C,First,1,0,Unknown,Cherbourg,yes,1,"(35, 45]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
381,381,1,3,0,1.0,0,2,15.7417,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
382,382,0,3,1,32.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
383,383,1,1,0,35.0,1,0,52.0,S,First,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
384,384,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
385,385,0,2,1,18.0,0,0,73.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
386,386,0,3,1,1.0,5,2,46.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
387,387,1,2,0,36.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
388,388,0,3,1,32.973597359735976,0,0,7.7292,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
389,389,1,2,0,17.0,0,0,12.0,C,Second,1,0,Unknown,Cherbourg,yes,1,"(15, 25]",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
390,390,1,1,1,36.0,1,2,120.0,S,First,0,1,B,Southampton,yes,0,"(35, 45]",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
391,391,1,3,1,21.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
392,392,0,3,1,28.0,2,0,7.925,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
393,393,1,1,0,23.0,1,0,113.275,C,First,1,0,D,Cherbourg,yes,0,"(15, 25]",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
394,394,1,3,0,24.0,0,2,16.7,S,Third,1,0,G,Southampton,yes,0,"(15, 25]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
395,395,0,3,1,22.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
396,396,0,3,0,31.0,0,0,7.8542,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
397,397,0,2,1,46.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
398,398,0,2,1,23.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
399,399,1,2,0,28.0,0,0,12.65,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
400,400,1,3,1,39.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
401,401,0,3,1,26.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
402,402,0,3,0,21.0,1,0,9.825,S,Third,1,0,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
403,403,0,3,1,28.0,1,0,15.85,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
404,404,0,3,0,20.0,0,0,8.6625,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
405,405,0,2,1,34.0,1,0,21.0,S,Second,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
406,406,0,3,1,51.0,0,0,7.75,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
407,407,1,2,1,3.0,1,1,18.75,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
408,408,0,3,1,21.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
409,409,0,3,0,4.333333333333333,3,1,25.4667,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
410,410,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
411,411,0,3,1,32.973597359735976,0,0,6.8583,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
412,412,1,1,0,33.0,1,0,90.0,Q,First,1,0,C,Queenstown,yes,0,"(25, 35]",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
413,413,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
414,414,1,3,1,44.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
415,415,0,3,0,31.08421052631579,0,0,8.05,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
416,416,1,2,0,34.0,1,1,32.5,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
417,417,1,2,0,18.0,0,2,13.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
418,418,0,2,1,30.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
419,419,0,3,0,10.0,0,2,24.15,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
420,420,0,3,1,32.973597359735976,0,0,7.8958,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
421,421,0,3,1,21.0,0,0,7.7333,Q,Third,0,1,Unknown,Queenstown,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
422,422,0,3,1,29.0,0,0,7.875,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
423,423,0,3,0,28.0,1,1,14.4,S,Third,1,0,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
424,424,0,3,1,18.0,1,1,20.2125,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
